OID,State,code of municipality,Municipality
2112,Hidalgo,13004,Agua Blanca de Iturbide
2113,Hidalgo,13006,Alfajayucan
2114,Hidalgo,13011,Atlapexco
2115,Hidalgo,13012,Atotonilco el Grande
2116,Hidalgo,13014,Calnali
2117,Hidalgo,13015,Cardonal
2118,Hidalgo,13016,Cuautepec de Hinojosa
2119,Hidalgo,13018,Chapulhuacan
2120,Hidalgo,13022,Epazoyucan
2121,Hidalgo,13024,Huasca de Ocampo
2122,Hidalgo,13025,Huautla
2123,Hidalgo,13026,Huazalingo
2124,Hidalgo,13027,Huehuetla
2125,Hidalgo,13028,Huejutla de Reyes
2126,Hidalgo,13030,Ixmiquilpan
2127,Hidalgo,13031,Jacala de Ledezma
2128,Hidalgo,13032,Jaltocan
2129,Hidalgo,13033,Juarez Hidalgo
2130,Hidalgo,13034,Lolotla
2131,Hidalgo,13036,San Agustin Metzquititlan
2132,Hidalgo,13038,Mineral del Chico
2133,Hidalgo,13039,Mineral del Monte
2134,Hidalgo,13040,La Mision
2135,Hidalgo,13042,Molango de Escamilla
2136,Hidalgo,13043,Nicolas Flores
2137,Hidalgo,13045,Omitlan de Juarez
2138,Hidalgo,13046,San Felipe Orizatlan
2139,Hidalgo,13047,Pacula
2140,Hidalgo,13049,Pisaflores
2141,Hidalgo,13051,Mineral de la Reforma
2142,Hidalgo,13053,San Bartolo Tutotepec
2143,Hidalgo,13055,Santiago de Anaya
2144,Hidalgo,13056,Santiago Tulantepec de Lugo Guerrero
2145,Hidalgo,13057,Singuilucan
2146,Hidalgo,13058,Tasquillo
2147,Hidalgo,13060,Tenango de Doria
2148,Hidalgo,13062,Tepehuacan de Guerrero
2149,Hidalgo,13068,Tianguistengo
2150,Hidalgo,13071,Tlahuiltepa
2151,Hidalgo,13073,Tlanchinol
2152,Hidalgo,13077,Tulancingo de Bravo
2153,Hidalgo,13078,Xochiatipan
2154,Hidalgo,13079,Xochicoatlan
2155,Hidalgo,13080,Yahualica
2156,Hidalgo,13081,Zacualtipan de Angeles
2157,Hidalgo,13084,Zimapan
2158,Hidalgo,13072,Tlanalapa
2159,Hidalgo,13021,Emiliano Zapata
2160,Hidalgo,13059,Tecozautla
2161,Hidalgo,13020,Eloxochitlan
2162,Hidalgo,13037,Metztitlan
2163,Hidalgo,13029,Huichapan
2164,Hidalgo,13061,Tepeapulco
2165,Hidalgo,13083,Zempoala
2166,Hidalgo,13069,Tizayuca
2167,Hidalgo,13075,Tolcayuca
2168,Hidalgo,13052,San Agustin Tlaxiaca
2169,Hidalgo,13066,Villa de Tezontepec
2170,Hidalgo,13041,Mixquiahuala de Juarez
2171,Hidalgo,13067,Tezontepec de Aldama
2172,Hidalgo,13070,Tlahuelilpan
2173,Hidalgo,13074,Tlaxcoapan
2174,Hidalgo,13044,Nopala de Villagran
2175,Hidalgo,13017,Chapantongo
2176,Hidalgo,13063,Tepeji del Rio de Ocampo
2177,Hidalgo,13076,Tula de Allende
2178,Hidalgo,13010,Atitalaquia
2179,Hidalgo,13013,Atotonilco de Tula
2180,Hidalgo,13064,Tepetitlan
2181,Hidalgo,13009,El Arenal
2182,Hidalgo,13019,Chilcuautla
2183,Hidalgo,13023,Francisco I. Madero
2184,Hidalgo,13048,Pachuca de Soto
2185,Hidalgo,13050,Progreso de Obregon
2186,Hidalgo,13054,San Salvador
2187,Hidalgo,13082,Zapotlan de Juarez
2188,Hidalgo,13065,Tetepango
2189,Hidalgo,13005,Ajacuba
2190,Tlaxcala,29001,Amaxac de Guerrero
2191,Veracruz,30025,Ayahualulco
2192,Veracruz,30055,Chalma
2193,Veracruz,30056,Chiconamel
2194,Veracruz,30104,Mecayapan
2195,Veracruz,30150,Tamalan
2196,Veracruz,30151,Tamiahua
2197,Veracruz,30193,Veracruz
2198,Puebla,21003,Acatlan
2199,Nuevo Leon,19026,Guadalupe
2200,Nuevo Leon,19031,Juarez
2201,Nuevo Leon,19041,Pesqueria
2202,Nuevo Leon,19049,Santiago
2203,Nuevo Leon,19018,Garcia
2204,Nuevo Leon,19048,Santa Catarina
2205,Nuevo Leon,19039,Monterrey
2206,Nuevo Leon,19019,San Pedro Garza Garcia
2207,Nuevo Leon,19010,Carmen
2208,Nuevo Leon,19021,Gral. Escobedo
2209,Nuevo Leon,19045,Salinas Victoria
2210,Nuevo Leon,19025,Gral. Zuazua
2211,Nuevo Leon,19006,Apodaca
2212,Nuevo Leon,19012,Cienega de Flores
2213,Nuevo Leon,19047,Hidalgo
2214,Nuevo Leon,19001,Abasolo
2215,Nuevo Leon,19013,China
2216,Nuevo Leon,19020,Gral. Bravo
2217,Nuevo Leon,19003,Los Aldamas
2218,Nuevo Leon,19015,Dr. Coss
2219,Nuevo Leon,19051,Villaldama
2220,Nuevo Leon,19044,Sabinas Hidalgo
2221,Nuevo Leon,19046,San Nicolas de los Garza
2222,Nuevo Leon,19008,Bustamante
2223,Nuevo Leon,19033,Linares
2224,Nuevo Leon,19050,Vallecillo
2225,Nuevo Leon,19043,Rayones
2226,Nuevo Leon,19042,Los Ramones
2227,Nuevo Leon,19040,Paras
2228,Nuevo Leon,19038,Montemorelos
2229,Nuevo Leon,19037,Mina
2230,Nuevo Leon,19036,Mier y Noriega
2231,Nuevo Leon,19035,Melchor Ocampo
2232,Nuevo Leon,19034,Marin
2233,Nuevo Leon,19032,Lampazos de Naranjo
2234,Nuevo Leon,19030,Iturbide
2235,Nuevo Leon,19029,Hualahuises
2236,Nuevo Leon,19028,Higueras
2237,Nuevo Leon,19027,Los Herreras
2238,Nuevo Leon,19024,Gral. Zaragoza
2239,Nuevo Leon,19023,Gral. Treviño
2240,Nuevo Leon,19022,Gral. Teran
2241,Nuevo Leon,19017,Galeana
2242,Nuevo Leon,19016,Dr. Gonzalez
2243,Nuevo Leon,19014,Dr. Arroyo
2244,Nuevo Leon,19011,Cerralvo
2245,Nuevo Leon,19009,Cadereyta Jimenez
2246,Nuevo Leon,19007,Aramberri
2247,Nuevo Leon,19005,Anahuac
2248,Nuevo Leon,19004,Allende
2249,Nuevo Leon,19002,Agualeguas
2250,Coahuila,5035,Torreon
2251,Coahuila,5024,Parras
2252,Coahuila,5017,Matamoros
2253,Coahuila,5038,Zaragoza
2254,Coahuila,5037,Villa Union
2255,Coahuila,5036,Viesca
2256,Coahuila,5034,Sierra Mojada
2257,Coahuila,5033,San Pedro
2258,Coahuila,5032,San Juan de Sabinas
2259,Coahuila,5031,San Buenaventura
2260,Coahuila,5030,Saltillo
2261,Coahuila,5029,Sacramento
2262,Coahuila,5028,Sabinas
2263,Coahuila,5027,Ramos Arizpe
2264,Coahuila,5026,Progreso
2265,Coahuila,5025,Piedras Negras
2266,Coahuila,5023,Ocampo
2267,Coahuila,5022,Nava
2268,Coahuila,5021,Nadadores
2269,Coahuila,5020,Muzquiz
2270,Coahuila,5019,Morelos
2271,Coahuila,5018,Monclova
2272,Coahuila,5016,Lamadrid
2273,Coahuila,5015,Juarez
2274,Coahuila,5014,Jimenez
2275,Coahuila,5013,Hidalgo
2276,Coahuila,5012,Guerrero
2277,Coahuila,5011,General Cepeda
2278,Coahuila,5010,Frontera
2279,Coahuila,5009,Francisco I. Madero
2280,Coahuila,5008,Escobedo
2281,Coahuila,5007,Cuatro Cienegas
2282,Coahuila,5006,Castaños
2283,Coahuila,5005,Candela
2284,Coahuila,5004,Arteaga
2285,Coahuila,5003,Allende
2286,Coahuila,5002,Acuña
2287,Coahuila,5001,Abasolo
2288,Tamaulipas,28016,Hidalgo
2289,Tamaulipas,28027,Nuevo Laredo
2290,Tamaulipas,28012,Gonzalez
2291,Tamaulipas,28041,Victoria
2292,Tamaulipas,28039,Tula
2293,Tamaulipas,28008,Casas
2294,Tamaulipas,28019,Llera
2295,Tamaulipas,28023,Mendez
2296,Tamaulipas,28001,Abasolo
2297,Tamaulipas,28002,Aldama
2298,Tamaulipas,28004,Antiguo Morelos
2299,Tamaulipas,28005,Burgos
2300,Tamaulipas,28010,Cruillas
2301,Tamaulipas,28018,Jimenez
2302,Tamaulipas,28028,Nuevo Morelos
2303,Tamaulipas,28029,Ocampo
2304,Tamaulipas,28037,Soto la Marina
2305,Tamaulipas,28040,Valle Hermoso
2306,Tamaulipas,28020,Mainero
2307,Tamaulipas,28015,Gustavo Diaz Ordaz
2308,Tamaulipas,28017,Jaumave
2309,Tamaulipas,28026,Miquihuana
2310,Tamaulipas,28007,Camargo
2311,Tamaulipas,28034,San Carlos
2312,Tamaulipas,28036,San Nicolas
2313,Tamaulipas,28042,Villagran
2314,Tamaulipas,28006,Bustamante
2315,Tamaulipas,28031,Palmillas
2316,Tamaulipas,28035,San Fernando
2317,Tamaulipas,28014,Guerrero
2318,Tamaulipas,28024,Mier
2319,Tamaulipas,28038,Tampico
2320,Tamaulipas,28009,Ciudad Madero
2321,Tamaulipas,28003,Altamira
2322,Tamaulipas,28043,Xicotencatl
2323,Tamaulipas,28011,Gomez Farias
2324,Tamaulipas,28021,El Mante
2325,Tamaulipas,28013,Guemez
2326,Tamaulipas,28030,Padilla
2327,Tamaulipas,28022,Matamoros
2328,Tamaulipas,28032,Reynosa
2329,Tamaulipas,28033,Rio Bravo
2330,Tamaulipas,28025,Miguel Aleman
2331,Yucatan,31050,Merida
2332,Yucatan,31041,Kanasin
2333,Yucatan,31059,Progreso
2334,Yucatan,31011,Celestun
2335,Yucatan,31021,Chichimila
2336,Yucatan,31023,Chochola
2337,Yucatan,31069,Sotuta
2338,Yucatan,31068,Sinanche
2339,Yucatan,31067,Seye
2340,Yucatan,31066,Santa Elena
2341,Yucatan,31065,San Felipe
2342,Yucatan,31064,Sanahcat
2343,Yucatan,31063,Samahil
2344,Yucatan,31062,Sacalum
2345,Yucatan,31061,Rio Lagartos
2346,Yucatan,31060,Quintana Roo
2347,Yucatan,31058,Peto
2348,Yucatan,31057,Panaba
2349,Yucatan,31056,Oxkutzcab
2350,Yucatan,31055,Opichen
2351,Yucatan,31054,Muxupip
2352,Yucatan,31053,Muna
2353,Yucatan,31051,Mococha
2354,Yucatan,31049,Mayapan
2355,Yucatan,31048,Maxcanu
2356,Yucatan,31047,Mani
2357,Yucatan,31046,Mama
2358,Yucatan,31045,Kopoma
2359,Yucatan,31044,Kinchil
2360,Yucatan,31043,Kaua
2361,Yucatan,31042,Kantunil
2362,Yucatan,31040,Izamal
2363,Yucatan,31039,Ixil
2364,Yucatan,31038,Hunucma
2365,Yucatan,31037,Huhi
2366,Yucatan,31035,Hoctun
2367,Yucatan,31034,Hocaba
2368,Yucatan,31032,Espita
2369,Yucatan,31031,Dzoncauich
2370,Yucatan,31030,Dzitas
2371,Yucatan,31029,Dzilam Gonzalez
2372,Yucatan,31028,Dzilam de Bravo
2373,Yucatan,31027,Dzidzantun
2374,Yucatan,31026,Dzemul
2375,Yucatan,31025,Dzan
2376,Yucatan,31024,Chumayel
2377,Yucatan,31022,Chikindzonot
2378,Yucatan,31020,Chicxulub Pueblo
2379,Yucatan,31019,Chemax
2380,Yucatan,31018,Chapab
2381,Yucatan,31017,Chankom
2382,Yucatan,31016,Chacsinkin
2383,Yucatan,31106,Yobain
2384,Yucatan,31105,Yaxkukul
2385,Yucatan,31104,Yaxcaba
2386,Yucatan,31103,Xocchel
2387,Yucatan,31102,Valladolid
2388,Yucatan,31101,Uman
2389,Yucatan,31100,Ucu
2390,Yucatan,31099,Uayma
2391,Yucatan,31098,Tzucacab
2392,Yucatan,31097,Tunkas
2393,Yucatan,31096,Tizimin
2394,Yucatan,31095,Tixpehual
2395,Yucatan,31094,Tixmehuac
2396,Yucatan,31093,Tixkokob
2397,Yucatan,31092,Tixcacalcupul
2398,Yucatan,31091,Tinum
2399,Yucatan,31090,Timucuy
2400,Yucatan,31089,Ticul
2401,Yucatan,31088,Teya
2402,Yucatan,31087,Tetiz
2403,Yucatan,31086,Tepakan
2404,Yucatan,31085,Temozon
2405,Yucatan,31084,Temax
2406,Yucatan,31083,Telchac Puerto
2407,Yucatan,31082,Telchac Pueblo
2408,Yucatan,31081,Tekom
2409,Yucatan,31080,Tekit
2410,Yucatan,31079,Tekax
2411,Yucatan,31078,Tekanto
2412,Yucatan,31077,Tekal de Venegas
2413,Yucatan,31076,Tecoh
2414,Yucatan,31075,Teabo
2415,Yucatan,31074,Tahmek
2416,Yucatan,31073,Tahdziu
2417,Yucatan,31072,Suma
2418,Yucatan,31071,Sudzal
2419,Yucatan,31070,Sucila
2420,Yucatan,31014,Cuncunul
2421,Yucatan,31013,Conkal
2422,Yucatan,31012,Cenotillo
2423,Yucatan,31010,Cantamayec
2424,Yucatan,31009,Cansahcab
2425,Yucatan,31008,Calotmul
2426,Yucatan,31007,Cacalchen
2427,Yucatan,31006,Buctzotz
2428,Yucatan,31005,Bokoba
2429,Yucatan,31004,Baca
2430,Yucatan,31003,Akil
2431,Yucatan,31002,Acanceh
2432,Yucatan,31001,Abala
2433,Yucatan,31033,Halacho
2434,Yucatan,31036,Homun
2435,Yucatan,31015,Cuzama
2436,Yucatan,31052,Motul
2437,Campeche,4007,Palizada
2438,Campeche,4003,Carmen
2439,Campeche,4001,Calkini
2440,Campeche,4005,Hecelchakan
2441,Campeche,4002,Campeche
2442,Campeche,4011,Candelaria
2443,Campeche,4010,Calakmul
2444,Campeche,4009,Escarcega
2445,Campeche,4008,Tenabo
2446,Campeche,4006,Hopelchan
2447,Campeche,4004,Champoton
2448,Quintana Roo,23004,Othon P. Blanco
2449,Quintana Roo,23005,Benito Juarez
2450,Quintana Roo,23006,Jose Maria Morelos
2451,Quintana Roo,23008,Solidaridad
2452,Quintana Roo,23009,Tulum
2453,Quintana Roo,23002,Felipe Carrillo Puerto
2454,Quintana Roo,23001,Cozumel
2455,Quintana Roo,23007,Lazaro Cardenas
2456,Quintana Roo,23003,Isla Mujeres
0,Quintana Roo,23010,Bacalar
